 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,5437550,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.73562542,1812516.667,3138595.014,5436654,126,5437550,2718775.0,3843661.343,5436654,896,0,0.0,0.0,0,0,0,0,0,0,104,40,0.551719065,0.183906355,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5387100,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.742514525,1795700.0,3109474.621,5386212,127,5387100,2693550.0,3807999.119,5386212,888,0,0.0,0.0,0,0,0,0,0,0,104,40,0.556885894,0.185628631,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5328174,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.750726234,1776058.0,3075461.473,5327295,125,5328174,2664087.0,3766344.873,5327295,879,0,0.0,0.0,0,0,0,0,0,0,104,40,0.563044675,0.187681558,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5134920,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.778980004,1711640.0,2964043.833,5134223,126,5134920,2567460.0,3629951.046,5134223,697,0,0.0,0.0,0,0,0,0,0,0,104,40,0.584235003,0.194745001,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5680671,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.704142169,1893557.0,3278977.441,5679794,131,5680671,2840335.5,4015600.72,5679794,877,0,0.0,0.0,0,0,0,0,0,0,104,40,0.528106627,0.176035542,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5095291,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.785038578,1698430.333,2940989.953,5094393,165,5095291,2547645.5,3601644.854,5094393,898,0,0.0,0.0,0,0,0,0,0,0,104,40,0.588778933,0.196259644,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5098115,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.784603721,1699371.667,2942815.243,5097442,87,5098115,2549057.5,3603959.922,5097442,673,0,0.0,0.0,0,0,0,0,0,0,104,40,0.588452791,0.19615093,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,2751721,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.453635743,917240.3333,1587942.19,2750838,133,2751721,1375860.5,1944511.828,2750838,883,0,0.0,0.0,0,0,0,0,0,0,104,40,1.090226807,0.363408936,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5501644,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.727055404,1833881.333,3175767.702,5500942,129,5501644,2750822.0,3889257.002,5500942,702,0,0.0,0.0,0,0,0,0,0,0,104,40,0.545291553,0.181763851,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5399096,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.740864767,1799698.667,3116390.124,5398196,119,5399096,2699548.0,3816464.602,5398196,900,0,0.0,0.0,0,0,0,0,0,0,104,40,0.555648575,0.185216192,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5105421,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.783480931,1701807.0,2946863.632,5104552,100,5105421,2552710.5,3608848.858,5104552,869,0,0.0,0.0,0,0,0,0,0,0,104,40,0.587610699,0.195870233,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5126113,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.780318343,1708704.333,2958804.102,5125237,94,5126113,2563056.5,3623470.412,5125237,876,0,0.0,0.0,0,0,0,0,0,0,104,40,0.585238757,0.195079586,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5806285,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.688908657,1935428.333,3351485.13,5805390,135,5806285,2903142.5,4104397.776,5805390,895,0,0.0,0.0,0,0,0,0,0,0,104,40,0.516681493,0.172227164,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5088888,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.786026338,1696296.0,2937305.307,5088004,129,5088888,2544444.0,3597137.049,5088004,884,0,0.0,0.0,0,0,0,0,0,0,104,40,0.589519754,0.196506585,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5331570,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.750248051,1777190.0,3077582.361,5330876,121,5331570,2665785.0,3769007.837,5330876,694,0,0.0,0.0,0,0,0,0,0,0,104,40,0.562686038,0.187562013,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,33921648,203,104,43906,72188,602,0,216.2857143,228.4931854,1068,0,694.1153846,362.6244228,3422.416269,9.050267841,110855.0588,290298.9337,2273159,4,33900000,167914.4307,343948.5993,2273159,891,33900000,329335.0291,449195.1996,2274019,4,0,0,0,0,6504,3336,5.984379061,3.06588878,0,1068,376.9285714,360.664779,130079.0828,0,0,0,1,0,0,0,0,0,378.1563518,216.2857143,694.1153846,6504,0,0,0,0,0,0,203,43906,104,72188,29200,1176,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5151601,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.776457649,1717200.333,2973664.218,5150892,164,5151601,2575800.5,3641729.324,5150892,709,0,0.0,0.0,0,0,0,0,0,0,104,40,0.582343237,0.194114412,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5834382,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.685591036,1944794.0,3367844.63,5833646,157,5834382,2917191.0,4124490.215,5833646,736,0,0.0,0.0,0,0,0,0,0,0,104,40,0.514193277,0.171397759,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5662817,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.706362222,1887605.667,3268667.699,5661938,121,5662817,2831408.5,4002973.208,5661938,879,0,0.0,0.0,0,0,0,0,0,0,104,40,0.529771667,0.176590556,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5053538,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.79152467,1684512.667,2916928.881,5052692,138,5053538,2526769.0,3572194.564,5052692,846,0,0.0,0.0,0,0,0,0,0,0,104,40,0.593643503,0.197881168,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5734027,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.697590018,1911342.333,3309765.223,5733130,126,5734027,2867013.5,4053300.826,5733130,897,0,0.0,0.0,0,0,0,0,0,0,104,40,0.523192514,0.174397505,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5492460,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.728271121,1830820.0,3170477.442,5491772,121,5492460,2746230.0,3882782.732,5491772,688,0,0.0,0.0,0,0,0,0,0,0,104,40,0.546203341,0.18206778,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5223050,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.765836054,1741016.667,3014909.256,5222334,164,5223050,2611525.0,3692241.497,5222334,716,0,0.0,0.0,0,0,0,0,0,0,104,40,0.57437704,0.191459013,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5325689,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.751076527,1775229.667,3074016.365,5324798,137,5325689,2662844.5,3764570.742,5324798,891,0,0.0,0.0,0,0,0,0,0,0,104,40,0.563307396,0.187769132,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5872821,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.681103681,1957607.0,3389793.195,5871803,111,5872821,2936410.5,4151271.884,5871803,1018,0,0.0,0.0,0,0,0,0,0,0,104,40,0.510827761,0.17027592,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5160723,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.775085196,1720241.0,2978958.523,5160046,112,5160723,2580361.5,3648224.807,5160046,677,0,0.0,0.0,0,0,0,0,0,0,104,40,0.581313897,0.193771299,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5958226,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.671340765,1986075.333,3439209.17,5957332,165,5958226,2979113.0,4211837.702,5957332,894,0,0.0,0.0,0,0,0,0,0,0,104,40,0.503505574,0.167835191,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5382184,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.743192726,1794061.333,3106787.048,5381470,127,5382184,2691092.0,3804769.056,5381470,714,0,0.0,0.0,0,0,0,0,0,0,104,40,0.557394545,0.185798182,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5466759,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.731694959,1822253.0,3155463.171,5465868,96,5466759,2733379.5,3864322.296,5465868,891,0,0.0,0.0,0,0,0,0,0,0,104,40,0.548771219,0.18292374,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5854395,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.683247372,1951465.0,3379247.595,5853484,133,5854395,2927197.5,4138394.056,5853484,911,0,0.0,0.0,0,0,0,0,0,0,104,40,0.512435529,0.170811843,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5551353,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.720545064,1850451.0,3204309.595,5550469,163,5551353,2775676.5,3924149.186,5550469,884,0,0.0,0.0,0,0,0,0,0,0,104,40,0.540408798,0.180136266,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5344008,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.748501874,1781336.0,3084571.195,5343092,131,5344008,2672004.0,3777488.876,5343092,916,0,0.0,0.0,0,0,0,0,0,0,104,40,0.561376405,0.187125468,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5415992,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.738553528,1805330.667,3126327.758,5415303,87,5415992,2707996.0,3828710.277,5415303,689,0,0.0,0.0,0,0,0,0,0,0,104,40,0.553915146,0.184638382,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5811147,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.688332269,1937049.0,3354293.077,5810253,95,5811147,2905573.5,4107837.143,5810253,894,0,0.0,0.0,0,0,0,0,0,0,104,40,0.516249202,0.172083067,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19230.76923,19230.76923,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5735037,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.697467165,1911679.0,3310369.999,5734165,93,5735037,2867518.5,4054050.359,5734165,872,0,0.0,0.0,0,0,0,0,0,0,104,40,0.523100374,0.174366791,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,46,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21739.13043,21739.13043,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5138861,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.778382603,1712953.667,2966159.83,5137980,126,5138861,2569430.5,3632477.539,5137980,881,0,0.0,0.0,0,0,0,0,0,0,104,40,0.583786952,0.194595651,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5263155,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.760000418,1754385.0,3037908.881,5262260,123,5263155,2631577.5,3720346.87,5262260,895,0,0.0,0.0,0,0,0,0,0,0,104,40,0.570000314,0.190000105,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5964771,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.670604119,1988257.0,3443012.179,5963905,113,5964771,2982385.5,4216505.313,5963905,866,0,0.0,0.0,0,0,0,0,0,0,104,40,0.502953089,0.16765103,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5610645,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.71293051,1870215.0,3238507.209,5609721,149,5610645,2805322.5,3966018.393,5609721,924,0,0.0,0.0,0,0,0,0,0,0,104,40,0.534697882,0.178232627,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5026127,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.79584141,1675375.667,2901225.236,5025422,148,5026127,2513063.5,3553011.464,5025422,705,0,0.0,0.0,0,0,0,0,0,0,104,40,0.596881058,0.198960353,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5414632,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.738739032,1804877.333,3125418.724,5413800,115,5414632,2707316.0,3827546.379,5413800,832,0,0.0,0.0,0,0,0,0,0,0,104,40,0.554054274,0.184684758,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5165397,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.774383847,1721799.0,2981653.593,5164716,125,5165397,2582698.5,3651524.167,5164716,681,0,0.0,0.0,0,0,0,0,0,0,104,40,0.580787885,0.193595962,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5742238,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.696592513,1914079.333,3314723.206,5741592,171,5742238,2871119.0,4059461.847,5741592,646,0,0.0,0.0,0,0,0,0,0,0,104,40,0.522444385,0.174148128,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,34166001,203,104,43951,72194,602,0,216.5073892,228.6511756,1068,0,694.1730769,362.6618806,3399.432085,8.985540918,111653.598,297959.1295,2537746,4,34200000,169127.4802,353550.4697,2537746,691,34200000,331707.5243,461980.0017,2538455,4,0,0,0,0,6504,3336,5.941579174,3.043961744,0,1068,377.0941558,360.695204,130101.0302,0,0,0,1,0,0,0,0,0,378.3224756,216.5073892,694.1730769,6504,0,0,0,0,0,0,203,43951,104,72194,29200,1174,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5166942,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.774152294,1722314.0,2982327.372,5166009,132,5166942,2583471.0,3652260.265,5166009,933,0,0.0,0.0,0,0,0,0,0,0,104,40,0.58061422,0.193538073,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5005388,5,3,599,2021,599,0,119.8,267.8809437,2021,0,673.6666667,1166.824894,523.4359454,1.598277696,715055.4286,1889547.295,5000145,4,5005388,1251347.0,2499199.36,5000145,4,4429,2214.5,1892.924853,3553,876,0,0,0,0,168,104,0.99892356,0.599354136,0,2021,291.1111111,678.2819186,460066.3611,0,0,0,1,0,0,0,0,0,327.5,119.8,673.6666667,168,0,0,0,0,0,0,5,599,3,2021,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5562534,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.719096728,1854178.0,3210967.593,5561884,107,5562534,2781267.0,3932386.273,5561884,650,0,0.0,0.0,0,0,0,0,0,0,104,40,0.539322546,0.179774182,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5224082,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.765684765,1741360.667,3015367.393,5223207,124,5224082,2612041.0,3692746.371,5223207,875,0,0.0,0.0,0,0,0,0,0,0,104,40,0.574263574,0.191421191,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,81,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24691.35802,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12345.67901,12345.67901,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,270,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5004402,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7992963,1668134.0,2888524.695,5003515,120,5004402,2502201.0,3537392.183,5003515,887,0,0.0,0.0,0,0,0,0,0,0,104,40,0.599472225,0.199824075,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5057577,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.790892556,1685859.0,2919385.504,5056875,94,5057577,2528788.5,3575254.215,5056875,702,0,0.0,0.0,0,0,0,0,0,0,104,40,0.593169417,0.197723139,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5973309,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.669645585,1991103.0,3447926.007,5972425,131,5973309,2986654.5,4222517.135,5972425,884,0,0.0,0.0,0,0,0,0,0,0,104,40,0.502234189,0.167411396,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,67052700,204,104,48985,183687,585,0,240.122549,253.3083747,1870,0,1766.221154,309.6128794,3469.98704,4.593401906,218412.7036,394832.4506,2587661,5,67000000,330293.9754,446120.1369,2587661,495,67100000,650995.4272,434193.8313,2588369,5,0,0,0,0,6536,3336,3.042383081,1.551018825,0,1870,752.9838188,772.6979487,597062.1199,0,0,0,1,0,0,0,0,0,755.4285714,240.122549,1766.221154,6536,0,0,0,0,0,0,204,48985,104,183687,29200,1150,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,5990847,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.66768522,1996949.0,3458188.404,5990121,92,5990847,2995423.5,4235141.82,5990121,726,0,0.0,0.0,0,0,0,0,0,0,104,40,0.500763915,0.166921305,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
